filename,Predicted Class,Probability,Class ID,Geographic Location,feature,Results
1292728577787474_1.jpg,Stop,0.1278888,14,centre,No Passing,F
1292818541111811_0.jpg,End of speed limit (80km/h),0.22883606,6,centre,Speed limit (60km/h),F
1292818541111811_1.jpg,Stop,0.1278888,14,centre,No Passing,F
129294492885848_410.jpg,Slippery road,0.38983014,23,nord,Double curve,F
129535386375875_0.jpg,Pedestrians,0.24314202,27,nord,Go straight or right,F
129535386375875_1.jpg,Yield,0.9999958,13,nord,Yield,T
130028265824263_160.jpg,Yield,1.0,13,nord,Yield,T
130028265824263_161.jpg,Ahead only,0.9941351,35,nord,Ahead only,T
1302031720192026_0.jpg,Yield,0.99999917,13,nord,Yield,T
1304741176966308_0.jpg,Stop,0.9875129,14,sud,No Passing,F
1304741176966308_1.jpg,Turn left ahead,0.22134572,34,sud,Speed limit (70km/h),F
1304868250437706_161.jpg,Bumpy road,0.55959153,22,nord,Bumpy road,T
1304991453826084_286.jpg,No entry,0.9996811,17,nord,No entry,T
1307366536378837_132.jpg,Stop,0.5426796,14,centre,No entry,F
130835939075809_0.jpg,Bumpy road,0.9994276,22,sud,Bumpy road,T
130835939075809_1.jpg,Roundabout mandatory,0.48185202,40,sud,Speed limit (30km/h),F
1317439269130016_352.jpg,Pedestrians,0.79773253,27,nord,Pedestrians,T
131852699456690_153.jpg,Speed limit (30km/h),0.63622236,1,centre,Speed limit (70km/h),F
131852699456690_154.jpg,No passing,0.6146058,9,centre,No Passing,F
131852699456690_155.jpg,Wild animals crossing,0.67135334,31,centre,Wild animals crossing,T
131852702790023_79.jpg,Speed limit (30km/h),0.51432693,1,centre,Speed limit (70km/h),F
131852702790023_80.jpg,Children crossing,0.11926585,28,centre,End of no passing,F
131875142234396_0.jpg,Yield,1.0,13,sud,Yield,T
131875142234396_2.jpg,End of speed limit (80km/h),0.4617324,6,sud,Roundabout mandatory,F
131875142234396_3.jpg,Yield,1.0,13,sud,Yield,T
131875142234396_4.jpg,Keep right,0.9621081,38,sud,Keep right,T
131875142234396_6.jpg,Roundabout mandatory,0.99520266,40,sud,Roundabout mandatory,T
1319032348748280_285.jpg,End of speed limit (80km/h),0.94136554,6,nord,Roundabout mandatory,F
1319032348748280_286.jpg,Yield,0.9957551,13,nord,Yield,T
1319032348748280_287.jpg,Priority road,0.9015195,12,nord,Roundabout mandatory,F
1319032348748280_288.jpg,Yield,0.99999666,13,nord,Yield,T
1319032348748280_289.jpg,Keep right,1.0,38,nord,Keep right,T
131950692226841_0.jpg,Yield,1.0,13,sud,Yield,T
131950692226841_2.jpg,End of speed limit (80km/h),0.4617324,6,sud,Roundabout mandatory,F
131950692226841_3.jpg,Yield,1.0,13,sud,Yield,T
131950692226841_4.jpg,Keep right,0.9621081,38,sud,Keep right,T
131950692226841_6.jpg,Roundabout mandatory,0.99520266,40,sud,Roundabout mandatory,T
1319710605230869_147.jpg,End of speed limit (80km/h),0.48003656,6,nord,Speed limit (60km/h),F
133012865520945_0.jpg,Ahead only,0.6032168,35,sud,Ahead only,T
133053292149246_1.jpg,Stop,0.99991095,14,centre,Stop,T
133144498800701_0.jpg,Yield,0.99999964,13,nord,Yield,T
133144498800701_1.jpg,End of speed limit (80km/h),0.99616027,6,nord,Roundabout mandatory,F
133144498800701_2.jpg,Keep right,0.9990164,38,nord,Keep right,T
133144498800701_3.jpg,End of speed limit (80km/h),0.60785484,6,nord,Roundabout mandatory,F
1336193200535056_250.jpg,General caution,0.9999349,18,centre,General caution,T
133660255384348_0.jpg,No entry,0.7824899,17,sud,No entry,T
1338085999927333_0.jpg,Speed limit (60km/h),0.26179028,3,centre,No Passing,F
1338085999927333_1.jpg,Speed limit (30km/h),0.6146847,1,centre,Speed limit (50km/h),F
1338085999927333_2.jpg,Bicycles crossing,0.6154377,29,centre,Wild animals crossing,F
1339426209784874_0.jpg,Ahead only,0.64936024,35,centre,Ahead only,T
1339426209784874_2.jpg,No entry,0.55018747,17,centre,No entry,T
134064962101951_0.jpg,Stop,0.910321,14,sud,Stop,T
1340975732970245_0.jpg,Dangerous curve to the right,0.9920191,20,centre,Dangerous curve to the right,T
1340975732970245_1.jpg,Turn right ahead,0.41676518,33,centre,Turn right ahead,T
1341302896340512_0.jpg,Keep right,0.9767605,38,nord,Keep right,T
1341302896340512_1.jpg,Yield,1.0,13,nord,Yield,T
1341302896340512_2.jpg,End of all speed and passing limits,0.33431068,32,nord,Roundabout mandatory,F
1341302896340512_3.jpg,Priority road,1.0,12,nord,Priority road,T
1341302896340512_4.jpg,Children crossing,0.22616848,28,nord,Slippery road,F
1343125536070952_1.jpg,Right-of-way at the next intersection,0.9960783,11,nord,Right-of-way at the next intersection,T
1343504522997886_84.jpg,Children crossing,0.16898103,28,sud,Slippery road,F
1343504522997886_85.jpg,Dangerous curve to the left,0.55495065,19,sud,Dangerous curve to the left,T
1344352109627015_0.jpg,Children crossing,0.6142984,28,centre,Slippery road,F
1344352109627015_1.jpg,No passing,0.5213145,9,centre,No Passing,F
1344352109627015_2.jpg,Turn left ahead,0.34280378,34,centre,Speed limit (50km/h),F
1345100942541041_0.jpg,Ahead only,0.9604286,35,centre,Ahead only,T
1345246986289332_324.jpg,Keep right,0.99999976,38,centre,Keep right,T
1345246986289332_325.jpg,Stop,0.9574589,14,centre,No entry,F
1345246986289332_326.jpg,Roundabout mandatory,0.44906655,40,centre,Roundabout mandatory,T
1345246986289332_329.jpg,Yield,0.99999857,13,centre,Yield,T
1345542752496860_0.jpg,Children crossing,0.60777634,28,centre,Pedestrians,F
1346734386277397_435.jpg,Stop,0.6013414,14,nord,No entry,F
1346734386277397_436.jpg,Speed limit (120km/h),0.61845356,8,nord,No entry,F
1346734386277397_437.jpg,Stop,0.9999994,14,nord,No entry,F
1346734386277397_438.jpg,Stop,0.9651221,14,nord,No entry,F
1346734386277397_439.jpg,Speed limit (120km/h),0.89571124,8,nord,No entry,F
134797768587683_0.jpg,End of no passing,0.70563304,41,sud,Dangerous curve to the right,F
134797768587683_1.jpg,General caution,0.5050707,18,sud,General caution,T
1349159335822519_0.jpg,Keep left,0.7732955,39,sud,Keep left,T
1350036008714201_0.jpg,Ahead only,0.8726056,35,centre,Ahead only,T
1351680035744710_0.jpg,Stop,0.9990565,14,nord,No Passing,F
1351680035744710_1.jpg,Turn left ahead,0.58301604,34,nord,Speed limit (50km/h),F
1351680035744710_2.jpg,Stop,0.18706498,14,nord,No Passing,F
1353011281859342_261.jpg,Speed limit (30km/h),0.5774515,1,nord,Speed limit (30km/h),T
1353011281859342_262.jpg,Yield,1.0,13,nord,Yield,T
135354128545642_0.jpg,Ahead only,0.8667683,35,sud,Ahead only,T
135354128545642_1.jpg,Ahead only,0.9997466,35,sud,Ahead only,T
135429555204766_0.jpg,Keep right,0.75084776,38,sud,Keep right,T
135455175873333_171.jpg,Stop,0.7484666,14,sud,Stop,T
135455175873333_172.jpg,No entry,0.1612759,17,sud,No entry,T
135487495281127_0.jpg,End of speed limit (80km/h),0.21480109,6,sud,No passing for vehicles over 3.5 metric tons,F
135487495281127_1.jpg,Turn left ahead,0.3014968,34,sud,Speed limit (80km/h),F
135572028502692_0.jpg,Priority road,0.68198204,12,centre,Double curve,F
135572028502692_1.jpg,Pedestrians,0.34678409,27,centre,General caution,F
135634085184313_0.jpg,Ahead only,0.99441445,35,sud,Ahead only,T
1358199257917291_140.jpg,Speed limit (80km/h),0.20183371,5,sud,No Passing,F
1358199307917286_220.jpg,Yield,1.0,13,sud,Yield,T
135960135149971_2.jpg,Dangerous curve to the right,0.2508803,20,centre,Wild animals crossing,F
1360691187887096_112.jpg,Speed limit (30km/h),0.9486875,1,centre,Speed limit (30km/h),T
1360747567630343_0.jpg,Speed limit (50km/h),0.99994063,2,centre,Speed limit (50km/h),T
1360747567630343_1.jpg,Slippery road,0.21295306,23,centre,Wild animals crossing,F
136082059088521_109.jpg,End of no passing by vehicles over 3.5 metric tons,0.5024982,42,nord,No passing for vehicles over 3.5 metric tons,F
136082059088521_110.jpg,End of no passing by vehicles over 3.5 metric tons,0.5620834,42,nord,No passing for vehicles over 3.5 metric tons,F
1360923504509798_153.jpg,End of speed limit (80km/h),0.91908425,6,nord,Speed limit (60km/h),F
1360923504509798_154.jpg,No passing for vehicles over 3.5 metric tons,0.50649357,10,nord,No passing for vehicles over 3.5 metric tons,T
136238105280656_472.jpg,Keep right,1.0,38,nord,Keep right,T
136238105280656_473.jpg,Children crossing,0.408285,28,nord,Road work,F
1364201670615900_0.jpg,Roundabout mandatory,0.44408917,40,nord,Pedestrians,F
136548955197365_0.jpg,No entry,0.93544203,17,centre,No entry,T
136554325442110_136.jpg,Yield,0.9999927,13,nord,Yield,T
1369412783438339_1.jpg,Yield,1.0,13,nord,Yield,T
1371469266664044_346.jpg,Children crossing,0.66624385,28,nord,Children crossing,T
137209575729336_613.jpg,Keep right,1.0,38,nord,Keep right,T
137209575729336_614.jpg,Speed limit (30km/h),0.74809575,1,nord,Roundabout mandatory,F
137209575729336_616.jpg,Speed limit (80km/h),0.3547009,5,nord,No entry,F
137209575729336_617.jpg,Keep right,0.99977034,38,nord,Keep right,T
137209575729336_618.jpg,Roundabout mandatory,0.32154366,40,nord,Vehicles over 3.5 metric tons prohibited,F
137209575729336_619.jpg,No passing,0.41353232,9,nord,No entry,F
137209575729336_620.jpg,Yield,1.0,13,nord,Yield,T
137209575729336_621.jpg,Stop,0.99631655,14,nord,No entry,F
137209575729336_622.jpg,Keep right,1.0,38,nord,Keep right,T
137209575729336_623.jpg,Keep right,1.0,38,nord,Keep right,T
137209575729336_626.jpg,Bumpy road,0.99875164,22,nord,Bumpy road,T
137209575729336_627.jpg,Speed limit (30km/h),0.9999676,1,nord,Speed limit (30km/h),T
137298218439167_1.jpg,Speed limit (30km/h),0.31114164,1,nord,Speed limit (50km/h),F
137468325030710_0.jpg,Yield,0.42962238,13,nord,Ahead only,F
137612781690134_0.jpg,Dangerous curve to the right,0.1662841,20,centre,Wild animals crossing,F
137612781690134_1.jpg,Bicycles crossing,0.2817821,29,centre,Wild animals crossing,F
1376782566363968_0.jpg,Children crossing,0.34015584,28,centre,Double curve,F
1377577433181713_0.jpg,Ahead only,0.9999888,35,nord,Ahead only,T
1377577433181713_1.jpg,Ahead only,0.999997,35,nord,Ahead only,T
137797925062625_0.jpg,Roundabout mandatory,0.6593832,40,sud,Right-of-way at the next intersection,F
1378905159488469_0.jpg,Stop,0.99177694,14,centre,No Passing,F
1378905159488469_1.jpg,Speed limit (30km/h),0.5806231,1,centre,Speed limit (50km/h),F
1378905199488465_0.jpg,Keep right,0.9999974,38,centre,Keep right,T
1378905199488465_1.jpg,Keep right,0.9999051,38,centre,Keep right,T
1378905199488465_2.jpg,Stop,0.9943505,14,centre,No entry,F
137944425279337_578.jpg,Stop,0.71064043,14,nord,No entry,F
137944425279337_579.jpg,Priority road,1.0,12,nord,Priority road,T
137944425279337_580.jpg,Stop,0.76265264,14,nord,No entry,F
137944425279337_581.jpg,Speed limit (30km/h),0.27376404,1,nord,Speed limit (30km/h),T
137944425279337_582.jpg,Children crossing,0.54896736,28,nord,Pedestrians,F
1379479085763788_0.jpg,Children crossing,0.5328251,28,nord,Pedestrians,F
137985485016581_2.jpg,No passing,0.5219525,9,centre,Vehicles over 3.5 metric tons prohibited,F
1382296992237299_291.jpg,Keep right,0.999783,38,nord,Keep right,T
1382296992237299_292.jpg,No entry,0.8988175,17,nord,No entry,T
1382296995570632_465.jpg,Stop,0.3492187,14,nord,No entry,F
1384266311953554_0.jpg,Stop,0.108883716,14,sud,Stop,T
1384266311953554_3.jpg,Roundabout mandatory,0.842995,40,sud,Roundabout mandatory,T
1384266311953554_4.jpg,Keep right,1.0,38,sud,Keep right,T
1386088591760623_0.jpg,Go straight or right,0.99514836,36,sud,Go straight or right,T
1386304061727575_0.jpg,Turn left ahead,0.24745335,34,sud,Speed limit (70km/h),F
1386442845072945_0.jpg,Yield,1.0,13,centre,Yield,T
1386442845072945_1.jpg,Keep right,0.999992,38,centre,Keep right,T
1386442845072945_2.jpg,Roundabout mandatory,0.5826956,40,centre,Roundabout mandatory,T
138859188265030_0.jpg,Keep right,0.99998415,38,nord,Keep right,T
138953774842074_1.jpg,Yield,0.9999784,13,centre,Yield,T
138953774842074_2.jpg,Speed limit (30km/h),0.42990866,1,centre,Roundabout mandatory,F
1389803174710474_1.jpg,Stop,0.9770825,14,nord,Stop,T
1391812551217752_0.jpg,End of speed limit (80km/h),0.9983197,6,centre,Roundabout mandatory,F
1391812551217752_3.jpg,Keep right,1.0,38,centre,Keep right,T
1392122828347136_72.jpg,Dangerous curve to the left,0.8692422,19,centre,Dangerous curve to the left,T
1392561421142865_0.jpg,Roundabout mandatory,0.6947518,40,centre,Roundabout mandatory,T
1392561421142865_1.jpg,Yield,1.0,13,centre,Yield,T
1392561421142865_3.jpg,Keep right,0.9999999,38,centre,Keep right,T
139258324899818_1.jpg,Keep left,0.9562067,39,sud,Keep left,T
1392633541113032_0.jpg,Priority road,0.30969176,12,sud,Ahead only,F
1392633541113032_1.jpg,Ahead only,0.999997,35,sud,Ahead only,T
1392633541113032_2.jpg,Yield,1.0,13,sud,Yield,T
1393528080997785_0.jpg,End of speed limit (80km/h),0.35223314,6,nord,Speed limit (30km/h),F
1393676630971090_0.jpg,Keep left,0.9963761,39,nord,Keep left,T
1393676630971090_1.jpg,Go straight or left,0.10275663,37,nord,Road work,F
1394754321389412_248.jpg,Right-of-way at the next intersection,0.96574247,11,nord,Right-of-way at the next intersection,T
139485528228069_0.jpg,Road work,0.28057426,25,sud,Double curve,F
139485528228069_1.jpg,Stop,0.33804503,14,sud,Speed limit (50km/h),F
139509568192817_0.jpg,Ahead only,0.99940526,35,centre,Ahead only,T
139561908193396_0.jpg,Speed limit (80km/h),0.3679545,5,nord,Slippery road,F
139598811541561_1.jpg,Keep right,0.9999887,38,nord,Keep right,T
139598811541561_2.jpg,No passing,0.1289993,9,nord,No entry,F
139747444809163_0.jpg,End of speed limit (80km/h),0.7490404,6,centre,No passing for vehicles over 3.5 metric tons,F
1397946354473660_170.jpg,Right-of-way at the next intersection,0.69043565,11,centre,Pedestrians,F
1398308327192606_0.jpg,Priority road,0.8085971,12,sud,Roundabout mandatory,F
1398308327192606_1.jpg,Yield,1.0,13,sud,Yield,T
1398971584031731_400.jpg,End of speed limit (80km/h),0.25905344,6,centre,Roundabout mandatory,F
1398971584031731_409.jpg,Keep right,0.99999964,38,centre,Keep right,T
1398971584031731_411.jpg,Yield,1.0,13,centre,Yield,T
1398971587365064_127.jpg,Roundabout mandatory,0.4493446,40,centre,Roundabout mandatory,T
1398971587365064_128.jpg,Yield,1.0,13,centre,Yield,T
1398971697365053_323.jpg,Traffic signals,0.41927633,26,centre,Roundabout mandatory,F
1399102483758805_0.jpg,Speed limit (30km/h),0.99784195,1,nord,Speed limit (30km/h),T
1399821903684257_0.jpg,No entry,0.9374861,17,sud,No entry,T
140000484782260_1.jpg,Yield,1.0,13,centre,Yield,T
1401254650224994_5.jpg,Keep right,0.9999999,38,centre,Keep right,T
140159428153782_0.jpg,Stop,0.56527436,14,sud,Speed limit (50km/h),F
140191711464180_0.jpg,Turn left ahead,0.53034925,34,nord,Speed limit (50km/h),F
140250508130056_0.jpg,No entry,0.9864847,17,nord,No entry,T
140250508130056_1.jpg,Ahead only,1.0,35,nord,Ahead only,T
140250508130056_2.jpg,Keep right,1.0,38,nord,Keep right,T
1402866243380034_0.jpg,End of no passing,0.37641194,41,nord,No Passing,F
140349671453473_0.jpg,No entry,0.9864847,17,nord,No entry,T
140349671453473_1.jpg,Ahead only,1.0,35,nord,Ahead only,T
140349671453473_2.jpg,Keep right,1.0,38,nord,Keep right,T
140603904672665_0.jpg,Roundabout mandatory,0.28600943,40,sud,General caution,F
140682101330432_0.jpg,Roundabout mandatory,0.119830765,40,centre,Double curve,F
1406978606335522_0.jpg,Keep right,0.9999999,38,nord,Keep right,T
1406978606335522_1.jpg,Traffic signals,0.3968001,26,nord,Stop,F
1406978606335522_2.jpg,Stop,0.999828,14,nord,Stop,T
1407538123061190_230.jpg,End of speed limit (80km/h),0.66708636,6,sud,Speed limit (60km/h),F
1407538123061190_231.jpg,No passing for vehicles over 3.5 metric tons,0.7726131,10,sud,No passing for vehicles over 3.5 metric tons,T
140772131417864_0.jpg,Speed limit (20km/h),0.34011814,0,sud,Speed limit (20km/h),T
140772131417864_1.jpg,General caution,0.588781,18,sud,General caution,T
140858681697420_124.jpg,Children crossing,0.16102643,28,nord,Slippery road,F
140860781385827_0.jpg,Yield,0.998831,13,nord,Yield,T
140860781385827_1.jpg,Yield,0.9999851,13,nord,Yield,T
140860781385827_2.jpg,End of all speed and passing limits,0.79346883,32,nord,Roundabout mandatory,F
1409083569465678_0.jpg,No entry,0.9411235,17,nord,No entry,T
1409083569465678_1.jpg,Keep right,0.9999999,38,nord,Keep right,T
1409083569465678_2.jpg,Yield,0.99999976,13,nord,Yield,T
1409083569465678_3.jpg,Speed limit (100km/h),0.43771186,7,nord,Roundabout mandatory,F
1409101522797216_0.jpg,No entry,0.9411235,17,nord,No entry,T
1409101522797216_1.jpg,Keep right,0.9999999,38,nord,Keep right,T
1409101522797216_2.jpg,Yield,0.99999976,13,nord,Yield,T
1409101522797216_3.jpg,Speed limit (100km/h),0.43771186,7,nord,Roundabout mandatory,F
1409758163010842_136.jpg,Turn left ahead,0.30801612,34,sud,Speed limit (50km/h),F
1409917839722997_299.jpg,No entry,0.30172363,17,nord,No entry,T
1410167329354843_0.jpg,Ahead only,0.99999976,35,sud,Ahead only,T
1410167329354843_1.jpg,Yield,1.0,13,sud,Yield,T
141119234994583_283.jpg,Roundabout mandatory,0.19423635,40,centre,Speed limit (30km/h),F
141214704703721_1.jpg,Yield,1.0,13,nord,Yield,T
141214704703721_2.jpg,Keep right,0.999716,38,nord,Keep right,T
141218974649548_0.jpg,General caution,0.4657732,18,sud,General caution,T
141220214697989_0.jpg,Keep right,0.5440814,38,centre,Dangerous curve to the left,F
1412221832466764_0.jpg,Keep left,0.3077701,39,sud,Keep left,T
1412221832466764_1.jpg,Turn left ahead,0.30768144,34,sud,Keep left,F
1412221832466764_2.jpg,Roundabout mandatory,0.23749505,40,sud,Slippery road,F
1412221832466764_3.jpg,Slippery road,0.12035165,23,sud,Keep left,F
1412304709147110_0.jpg,Slippery road,0.1775812,23,centre,Vehicles over 3.5 metric tons prohibited,F
1413082732366402_0.jpg,Priority road,0.10660173,12,centre,Stop,F
141332984578925_0.jpg,Go straight or left,0.33203217,37,centre,Speed limit (50km/h),F
141332984578925_1.jpg,Stop,0.44304502,14,centre,Speed limit (50km/h),F
141379791340091_1.jpg,Stop,0.764263,14,sud,No Passing,F
1414459698912534_2.jpg,Stop,0.40489107,14,centre,Vehicles over 3.5 metric tons prohibited,F
1416268215407286_1.jpg,Yield,0.9999987,13,sud,Yield,T
1416300122070762_0.jpg,Stop,0.49990413,14,sud,No entry,F
1416300122070762_1.jpg,Yield,0.99999833,13,sud,Yield,T
1416587168727501_0.jpg,Dangerous curve to the right,0.13966799,20,sud,No Passing,F
1416587168727501_1.jpg,End of speed limit (80km/h),0.5227518,6,sud,Speed limit (50km/h),F
141704444620084_0.jpg,Roundabout mandatory,0.20645,40,centre,Speed limit (80km/h),F
141704444620084_1.jpg,Stop,0.8294775,14,centre,No Passing,F
1419573761729018_0.jpg,No entry,0.59056175,17,centre,No entry,T
142010928165475_270.jpg,Speed limit (30km/h),0.2960241,1,sud,Speed limit (50km/h),F
142010928165475_271.jpg,No passing,0.88027185,9,sud,No Passing,F
142010928165475_272.jpg,General caution,0.9161068,18,sud,General caution,T
1420874225050805_145.jpg,No passing,0.72844034,9,centre,No Passing,F
1420874225050805_146.jpg,Speed limit (70km/h),0.99570423,4,centre,Speed limit (70km/h),T
142095317838631_0.jpg,Ahead only,0.9999999,35,sud,Ahead only,T
1421514255224404_154.jpg,No entry,0.98348,17,nord,No entry,T
1422532694765470_1.jpg,Speed limit (30km/h),0.998781,1,centre,Speed limit (30km/h),T
142295364586875_0.jpg,Yield,1.0,13,sud,Yield,T
1425391917802768_0.jpg,Go straight or left,0.98482555,37,centre,Go straight or left,T
1425391917802768_1.jpg,Yield,0.836522,13,centre,Stop,F
142612737883463_0.jpg,Yield,1.0,13,sud,Yield,T
142612737883463_1.jpg,Ahead only,0.999706,35,sud,Ahead only,T
1427236961047699_111.jpg,Roundabout mandatory,0.29131278,40,sud,Speed limit (60km/h),F
1427236961047699_112.jpg,Roundabout mandatory,0.3856381,40,sud,Speed limit (60km/h),F
1427650710908626_0.jpg,No entry,0.99506265,17,sud,No entry,T
1427650710908626_2.jpg,Stop,0.9972364,14,sud,Stop,T
1427650710908626_3.jpg,No entry,0.9744878,17,sud,No entry,T
1427650710908626_4.jpg,No entry,0.711417,17,sud,No entry,T
142800477832427_0.jpg,Stop,0.70901734,14,nord,Stop,T
142800477832427_1.jpg,Dangerous curve to the right,0.18922926,20,nord,No vehicles,F
1428147574197592_0.jpg,No passing for vehicles over 3.5 metric tons,0.8655122,10,sud,No passing for vehicles over 3.5 metric tons,T
1428147574197592_1.jpg,Turn left ahead,0.49753416,34,sud,Speed limit (80km/h),F
1428268817518801_0.jpg,No passing for vehicles over 3.5 metric tons,0.8655122,10,sud,No passing for vehicles over 3.5 metric tons,T
1428268817518801_1.jpg,Turn left ahead,0.49753416,34,sud,Speed limit (80km/h),F
142977691174595_0.jpg,Yield,0.9999999,13,sud,Yield,T
142977691174595_1.jpg,Yield,0.99999976,13,sud,Yield,T
1430661673959742_0.jpg,Roundabout mandatory,0.36212823,40,nord,Slippery road,F
1430661673959742_1.jpg,Children crossing,0.24009085,28,nord,Wild animals crossing,F
1431009727243852_0.jpg,End of speed limit (80km/h),0.111791395,6,nord,No passing for vehicles over 3.5 metric tons,F
143165577828715_0.jpg,Stop,0.99989414,14,sud,Stop,T
1432816927071028_5.jpg,Ahead only,0.5926988,35,centre,Speed limit (30km/h),F
1432816927071028_6.jpg,Ahead only,0.99980193,35,centre,Ahead only,T
1432816927071028_7.jpg,Ahead only,0.99946886,35,centre,Ahead only,T
1433464497162700_324.jpg,Roundabout mandatory,0.17540409,40,sud,Vehicles over 3.5 metric tons prohibited,F
143439031195915_251.jpg,Keep right,1.0,38,nord,Keep right,T
1434400316903030_0.jpg,Go straight or right,0.25820184,36,nord,Go straight or right,T
143667151105649_0.jpg,End of no passing,0.20631379,41,sud,Right-of-way at the next intersection,F
143667151105649_1.jpg,Bumpy road,0.7676404,22,sud,Bumpy road,T
143686837731475_0.jpg,Children crossing,0.64429563,28,sud,Right-of-way at the next intersection,F
1437292326637068_0.jpg,Speed limit (30km/h),0.6343911,1,nord,Speed limit (70km/h),F
1437292326637068_1.jpg,Pedestrians,0.343757,27,nord,Pedestrians,T
1438874746461094_0.jpg,Go straight or left,0.18339942,37,centre,Speed limit (30km/h),F
144031077735419_0.jpg,Children crossing,0.36482716,28,centre,General caution,F
144131094389224_0.jpg,Stop,0.91152114,14,sud,No entry,F
144131094389224_1.jpg,Stop,0.61061156,14,sud,No entry,F
144171004393253_0.jpg,Keep right,0.8915144,38,centre,Keep right,T
144262374393074_0.jpg,Traffic signals,0.27451813,26,nord,Dangerous curve to the left,F
1443981625950828_0.jpg,Stop,0.7733573,14,nord,No passing for vehicles over 3.5 metric tons,F
1443981625950828_1.jpg,Road work,0.9054267,25,nord,Road work,T
1443981625950828_3.jpg,End of speed limit (80km/h),0.18531604,6,nord,No passing for vehicles over 3.5 metric tons,F
1445905632861234_174.jpg,Dangerous curve to the right,0.27666214,20,centre,Wild animals crossing,F
1448509209050833_248.jpg,Yield,0.9999666,13,nord,Yield,T
1449654802062689_0.jpg,General caution,0.9089581,18,centre,General caution,T
1449654802062689_1.jpg,Priority road,0.13443393,12,centre,Speed limit (30km/h),F
1449668112061358_0.jpg,General caution,0.9089581,18,centre,General caution,T
1449668112061358_1.jpg,Priority road,0.13443393,12,centre,Speed limit (30km/h),F
144984500979876_0.jpg,Yield,1.0,13,centre,Yield,T
144984500979876_3.jpg,Yield,0.98657334,13,centre,Yield,T
1451593041891103_0.jpg,Dangerous curve to the right,0.27161068,20,centre,Right-of-way at the next intersection,F
145230907836566_318.jpg,Keep right,0.9956013,38,sud,Keep right,T
145230907836566_319.jpg,Slippery road,0.25569358,23,sud,Keep right,F
145230907836566_320.jpg,Keep right,0.93095165,38,sud,Keep right,T
145230907836566_321.jpg,Keep left,0.99826413,39,sud,Keep left,T
145230907836566_322.jpg,Keep right,0.99965966,38,sud,Keep right,T
145411620944941_0.jpg,General caution,0.52076286,18,centre,General caution,T
1455898678109908_139.jpg,Stop,0.9999232,14,nord,Stop,T
1455898678109908_140.jpg,End of speed limit (80km/h),0.6176592,6,nord,Speed limit (50km/h),F
145623454247691_0.jpg,End of all speed and passing limits,0.20673653,32,centre,Speed limit (70km/h),F
145623454247691_1.jpg,End of no passing,0.33615592,41,centre,No Passing,F
145706030857079_0.jpg,Ahead only,0.9996897,35,centre,Ahead only,T
145946624216419_0.jpg,Children crossing,0.21153785,28,centre,Wild animals crossing,F
1459613391059344_0.jpg,Children crossing,0.69379234,28,centre,Pedestrians,F
1459613391059344_2.jpg,Keep right,0.9999602,38,centre,Keep right,T
1459613391059344_3.jpg,Stop,0.95561844,14,centre,Speed limit (30km/h),F
1459613391059344_4.jpg,Pedestrians,0.7622301,27,centre,Pedestrians,T
1460137087712397_0.jpg,Yield,0.1906758,13,centre,Road work,F
1460643181356759_500.jpg,Speed limit (100km/h),0.24856547,7,centre,Roundabout mandatory,F
1460643181356759_502.jpg,Yield,0.9999993,13,centre,Yield,T
1460643181356759_504.jpg,Speed limit (120km/h),0.8735449,8,centre,No entry,F
1461829204164054_0.jpg,Yield,1.0,13,nord,Yield,T
1461829204164054_1.jpg,Bumpy road,0.83579475,22,nord,Bumpy road,T
1461829204164054_2.jpg,Yield,1.0,13,nord,Yield,T
1461829204164054_4.jpg,General caution,0.5149704,18,nord,Roundabout mandatory,F
1461829204164054_6.jpg,Roundabout mandatory,0.6284095,40,nord,Roundabout mandatory,T
1461829204164054_7.jpg,Speed limit (30km/h),0.21049416,1,nord,Speed limit (30km/h),T
1462236441016033_317.jpg,Keep right,0.9982331,38,nord,Keep right,T
1462236441016033_321.jpg,No vehicles,0.99739814,15,nord,No vehicles,T
1462676630738184_0.jpg,Dangerous curve to the right,0.78611904,20,nord,Dangerous curve to the right,T
146384447485109_0.jpg,Yield,0.9999794,13,sud,Yield,T
146417804275793_141.jpg,Speed limit (50km/h),0.91020435,2,centre,Speed limit (50km/h),T
146417804275793_142.jpg,Road work,0.3699345,25,centre,Double curve,F
146429797490222_0.jpg,Speed limit (120km/h),0.44076303,8,centre,Speed limit (100km/h),F
1466055700460831_521.jpg,End of speed limit (80km/h),0.97404385,6,nord,Roundabout mandatory,F
146801664075200_0.jpg,End of speed limit (80km/h),0.77734995,6,centre,Speed limit (50km/h),F
1468531573488977_0.jpg,Stop,0.7119034,14,nord,Speed limit (60km/h),F
1468531573488977_1.jpg,Stop,0.9221866,14,nord,No Passing,F
1468531573488977_2.jpg,Stop,0.88001865,14,nord,No Passing,F
1468531573488977_3.jpg,Right-of-way at the next intersection,0.7795603,11,nord,Right-of-way at the next intersection,T
1469499040054838_0.jpg,Double curve,0.22808672,21,centre,Keep left,F
1469609006764672_0.jpg,Ahead only,0.999995,35,sud,Ahead only,T
1469609006764672_1.jpg,No entry,0.86617047,17,sud,No entry,T
1469612423398744_0.jpg,Stop,0.9833122,14,centre,Stop,T
147084910714440_0.jpg,Priority road,0.99637294,12,centre,Priority road,T
147106850756005_0.jpg,Yield,0.9999999,13,nord,Yield,T
